"place_id","place_name","city","state","region","place_type","category","significance","description","mood_tags","best_time_to_visit","ideal_visit_time","recommended_duration_hours","entry_fee","rating","crowd_level","family_friendly","adventure_level","cultural_value","nature_value","budget_level","latitude","longitude","nearest_airport","nearest_railway","local_tips","food_specialty","safety_score","cleanliness_score","photography_spots","weather_type","seasonal_highlight","priority"
"IND394","Baba Budangiri","Baba Budangiri","Chikmagalur","Karnataka","South","Hill","Nature","Sufi saint,Hills cradle Indian coffee Baba Budan dargah pilgrimage trekking panoramic views misty Chikmagalur highland,pilgrimage","misty","coffee","Oct-May","Morning","3","0","4.6","Low","Yes","Medium","High","High","13.3167","75.6833","Mangalore Airport","Dattagiri Rd","Dargah; trek","Baba thali","9.1","8.9","Medium","Cool","Coffee saint","Recommended"
"IND395","Kemmangundi","Kemmangundi","Chikmagalur","Karnataka","South","Hill Station","Nature","Rose gardens,Hebbe Falls rose gardens Hebbale gundi waterfall Kalhatti falls KMTR garden misty hill station Chikmagalur jewel,garden","misty","waterfall","Oct-May","Morning","3","0","4.5","Low","Yes","Medium","Low","High","13.5333","75.7333","Mangalore Airport","Tarika Rd","Rose garden; falls","Kemmangundi veg","9.0","8.8","Medium","Cool","Misty gardens","Recommended"
"IND396","Dilwara Temples","Mount Abu","Rajasthan","North","Temple","Spiritual","Jain marvel","11th century marble Jain temples Dilwara intricate carvings world's finest marble carving Mount Abu spiritual gem,intricate","marble","Jain","May-Oct","Morning","2","200","4.9","Low","Yes","Low","High","Low","24.6000","72.7000","Udaipur Airport","Dilwara Rd","Carvings detail; silence","Jain thali","9.5","9.3","Medium","Cool","Marble art","Must Visit"
"IND397","Nakki Lake","Mount Abu","Rajasthan","North","Lake","Nature","Ancient lake","Ancient lake boating sunset point paddle boats cafe shacks family picnic Mount Abu heart scenic,serene","aquatic","sunset","Year-round","Morning","2","50","4.6","Medium","Yes","Low","Low","High","24.5925","72.7156","Udaipur Airport","Abu Road","Night boating; sunset","Mount Abu coffee","9.1","8.9","Medium","Cool","Lake serenity","Recommended"
"IND398","Sunset Point","Mount Abu","Rajasthan","North","Viewpoint","Nature","Panorama point","Canyon views sunset golden hour Mount Abu favorite viewpoint camel ride photography canyon colors,panoramic","sunset","camel","Year-round","Sunset","1.5","30","4.7","High","Yes","Low","Low","High","24.5833","72.7167","Udaipur Airport","Nakki Rd","Camel ride; golden hour","Sunset pakoda","9.2","9.0","High","Cool","Golden canyon","Recommended"
"IND399","Wildlife Sanctuary","Mount Abu","Rajasthan","North","Wildlife","Nature","Nakki lake","Tiger leopard sanctuary Nakki Lake view jungle safari nature trails Aravalli biodiversity Mount Abu wild side,wild","jungle","safari","Oct-May","Morning","3","200","4.5","Low","Yes","High","Medium","High","24.6000","72.7000","Udaipur Airport","Abu Road","Safari; trails","Sanctuary thali","9.0","8.8","Medium","Cool","Wild Abu","Recommended"
"IND400","Peace Park","Mount Abu","Rajasthan","North","Park","Nature","Meditation park","Jain meditation park serene gardens statues peaceful ambiance Mount Abu spiritual relaxation spot,serene","spiritual","peaceful","Year-round","Morning","1","0","4.4","Low","Yes","Low","High","Medium","24.5925","72.7156","Udaipur Airport","Gaumukh Rd","Meditation; gardens","Jain veg thali","8.9","8.7","Medium","Cool","Peace oasis","Optional"
"IND401","Ram Raja Temple","Orchha (Tier 3)","Madhya Pradesh","Central","Temple","Spiritual","Palace temple","Ram statue in palace unique Ram worshipped as king royal honors Orchha spiritual heart Ramnavmi festival crowds,miraculous","royal","spiritual","Oct-Mar","Morning","1","0","4.7","High","Yes","Low","High","Low","25.3517","78.6339","Jhansi Airport","Orchha Jn","Festival crowds; royal darshan","Ladoo prasadam","9.2","9.0","Medium","Sunny","Ram rajya","Must Visit"
"IND402","Jehangiri Mahal","Orchha (Tier 3)","Madhya Pradesh","Central","Palace","Heritage","Sandstone marvel","Sandstone palace jharokhas courtyards Bundela craftsmanship symmetrical architecture Orchha jewel,intricate","symmetrical","Bundela","Oct-Mar","Morning","2","20","4.6","Low","Yes","Low","High","Low","25.3533","78.6356","Jhansi Airport","Orchha","Roof terrace; carvings","Sooji halwa","9.0","8.8","High","Sunny","Palace symmetry","Recommended"
"IND403","Cenotaphs","Orchha (Tier 3)","Madhya Pradesh","Central","Cenotaph","Heritage","Betwa riverside","Sandstone chhatris Bundela rulers Betwa reflections golden sunset Orchha skyline medieval memorials,reflective","golden","riverside","Oct-Mar","Sunset","1.5","10","4.5","Low","Yes","Low","High","Medium","25.3486","78.6392","Jhansi Airport","Orchha Jn","Sunset boat; reflections","Poha jalebi","8.9","8.7","High","Sunny","Cenotaph gold","Recommended"
"IND404","Chhatris Complex","Orchha (Tier 3)","Madhya Pradesh","Central","Monument","Heritage","River memorials","Intricately carved chhatris riverbank golden hues sunset boat rides Orchha heritage highlight medieval glory,memorial","carved","golden","Oct-Mar","Sunset","2","20","4.6","Low","Yes","Low","High","Medium","25.3500","78.6400","Jhansi Airport","Orchha Jn","Boat sunset; carvings","Bundelkhand thali","9.1","8.9","Medium","Sunny","Sunset chhatris","Must Visit"
"IND405","Betwa River","Orchha (Tier 3)","Madhya Pradesh","Central","River","Nature","River cruise","Scenic Betwa river cruise chhatris views wildlife boat rides coracle rides Orchha riverside experience,scenic","riverine","coracle","Oct-Mar","Morning","2","100","4.4","Low","Yes","Low","Low","High","25.3500","78.6300","Jhansi Airport","Orchha Jn","Coracle ride; wildlife","River fish","8.8","8.6","Medium","Sunny","River heritage","Recommended"
"IND406","Raja Mahal","Orchha (Tier 3)","Madhya Pradesh","Central","Palace","Heritage","Royal palace","Summer palace frescoes paintings royal apartments Orchha Bundela opulence medieval architecture museum,royal","frescoed","opulent","Oct-Mar","Morning","1.5","10","4.3","Low","Yes","Low","High","Low","25.3500","78.6333","Jhansi Airport","Orchha","Frescoes; royal rooms","Rajsthani dal baati","8.7","8.5","Medium","Sunny","Royal frescoes","Optional"
"IND407","Laxminarayan Temple","Orchha (Tier 3)","Madhya Pradesh","Central","Temple","Spiritual","Bundela temple","Bundela architecture Nagara style temple complex Orchha spiritual heritage medieval architecture serene worship,architectural","spiritual","Bundela","Oct-Mar","Morning","1","0","4.4","Low","Yes","Low","High","Low","25.3500","78.6333","Jhansi Airport","Orchha Jn","Architecture; serene","Prasad","8.9","8.7","Medium","Sunny","Temple peace","Recommended"
"IND408","Chauragarh Fort","Orchha (Tier 3)","Madhya Pradesh","Central","Fort","Heritage","Hill fort","Hilltop fort panoramic views Orchha Betwa river trek ruins Bundela military architecture historical trek,panoramic","trekking","military","Oct-Mar","Morning","3","0","4.5","Low","Yes","Medium","High","High","25.3500","78.6500","Jhansi Airport","Orchha Jn","Tough trek; panorama","Fort maggi","9.0","8.8","High","Sunny","Fort panorama","Recommended"
"IND409","Light Sound Show","Orchha (Tier 3)","Madhya Pradesh","Central","Show","Heritage","Orchha history","Evening light sound show Orchha history Bundela kings temples forts riverside spectacle magical night experience,spectacular","night","magical","Oct-Mar","Evening","1.5","100","4.6","Medium","Yes","Low","High","Low","25.3500","78.6333","Jhansi Airport","Orchha Jn","Evening show; history","Show snacks","9.1","8.9","Medium","Sunny","Night spectacle","Recommended"
"IND410","Raj Mahal Museum","Orchha (Tier 3)","Madhya Pradesh","Central","Museum","Heritage","Royal artifacts","Royal artifacts sculptures paintings Bundela history museum Orchha heritage educational cultural showcase,historic","educational","royal","Oct-Mar","Morning","1.5","20","4.4","Low","Yes","Low","High","Low","25.3500","78.6333","Jhansi Airport","Orchha","Museum artifacts; history","Museum cafe","8.9","8.7","Medium","Sunny","Royal history","Recommended"
"IND411","Alleppey Beach","Alleppey (Tier 2)","Kerala","South","Beach","Nature","Backwater beach","Golden sands lighthouse backwater views beach walks lighthouse climb Arabian Sea sunset Alleppey coastal charm,serene","sunset","lighthouse","Oct-Mar","Sunset","2","0","4.5","Low","Yes","Low","Low","High","9.4833","76.3833","Cochin Intl","Alappuzha Jn","Lighthouse climb; sunset","Toddy prawns","9.0","8.8","High","Tropical","Coastal sunset","Recommended"
"IND412","Marari Beach","Mararikulam","Kerala","South","Beach","Relaxation","Quiet beach","Quiet beach Ayurvedic resorts village walks fishing nets relaxed vibe Alleppey quieter alternative pristine sands,relaxed","Ayurvedic","village","Oct-Mar","Anytime","3","0","4.6","Low","Yes","Low","Low","High","9.6833","76.5167","Cochin Intl","Alleppey Jn","Ayurveda; village walk","Marari fish","9.1","8.9","Medium","Tropical","Quiet sands","Recommended"
"IND413","Pathiramanal Island","Allepuzha","Kerala","South","Island","Nature","Bird island","Bird island Vembanad Lake migratory birds boat rides serene island nature walks backwater biodiversity haven,birding","serene","migratory","Nov-Feb","Morning","2","200","4.5","Low","Yes","Low","High","High","9.6167","76.3833","Cochin Intl","Muhamma Rd","Birdwatching; boat rides","Lake fish curry","9.0","8.8","High","Tropical","Bird isle","Recommended"
"IND414","Arthunkal Beach","Arthunkal","Kerala","South","Beach","Pilgrimage","Pilgrim beach","St Sebastian church beach pilgrimage beach festival seafood relaxed coastal village Alleppey spiritual coast,coastal","spiritual","festival","Oct-Mar","Morning","2","0","4.4","Low","Yes","Low","Medium","High","9.6667","76.3167","Cochin Intl","Harippad Rd","Festival; church","Seafood thali","8.9","8.7","Medium","Tropical","Pilgrim sands","Optional"
"IND415","Krishnapuram Palace","Allepuzha","Kerala","South","Palace","Heritage","Mural painting","18th century palace murals Krishnapuram lake paintings museum Dutch architecture Alleppey heritage gem,mural","Dutch","heritage","Oct-Mar","Morning","1.5","20","4.5","Low","Yes","Low","High","Low","9.3333","76.5000","Cochin Intl","Kayamkulam Jn","Murals; museum","Kerala mural art","9.0","8.8","Medium","Tropical","Mural palace","Recommended"
"IND416","Revi Karunakaran Museum","Allepuzha","Kerala","South","Museum","Art","Doll museum","Unique doll museum miniature world crystal collections ivory carvings Revi couple collection Alleppey cultural treasure,unique","miniature","crystal","Oct-Mar","Morning","1.5","50","4.6","Low","Yes","Low","High","Low","9.5000","76.3333","Cochin Intl","Alappuzha Jn","Doll world; miniatures","Doll house tea","9.1","8.9","Medium","Tropical","Mini marvel","Recommended"
"IND417","Ambalappuzha Temple","Ambalappuzha","Kerala","South","Temple","Spiritual","Nada panakam","Famous palaharam payasam temple Krishna temple classical dance performances Alleppey spiritual culinary fame,pilgrimage","sweet","dance","Year-round","Morning","1.5","0","4.5","Medium","Yes","Low","High","Low","9.5833","76.3833","Cochin Intl","Ambalappuzha Rd","Payasam prasadam; dance","Nada payasam","9.2","9.0","Medium","Tropical","Sweet darshan","Recommended"
"IND418","St Mary's Forane Church","Champakulam","Kerala","South","Church","Heritage","Syrian church","Syrian Christian church boat race heritage Champakulam boat race famous church ancient architecture Alleppey Christian heritage,ancient","boat race","Syrian","Year-round","Morning","1","0","4.4","Low","Yes","Low","Medium","Medium","9.4333","76.4333","Cochin Intl","Champakulam Rd","Boat race; architecture","Syrian curry","8.9","8.7","Medium","Tropical","Church heritage","Optional"
"IND419","Mannarasala Temple","Mannarasala","Kerala","South","Temple","Spiritual","Naga temple","Naga serpent deity temple infertile women pilgrimage snake grove ancient rituals Alleppey serpent worship,serpentine","sacred","Naga","Year-round","Morning","1.5","0","4.3","Low","Yes","Low","High","Medium","9.4167","76.4167","Cochin Intl","Haripad Jn","Naga rituals; grove","Naga prasadam","8.8","8.6","Medium","Tropical","Serpent grace","Optional"
"IND420","Thottappally Beach","Thottappally","Kerala","South","Beach","Nature","Quiet beach","Backwater sea meeting point fishing village quiet sands relaxed vibe Allepuzha coastal escape pristine beach,quiet","fishing","backwater","Oct-Mar","Morning","2","0","4.4","Low","Yes","Low","Low","High","9.3833","76.3667","Cochin Intl","Thottappally Rd","Fishing watch; relaxed walk","Fresh catch","8.9","8.7","High","Tropical","Quiet coast","Optional"
"IND421","Gokarna Beach","Gokarna (Tier 3)","Karnataka","South","Beach","Pilgrimage","Main beach","Mahabaleshwar Temple beach golden sands spiritual pilgrims hippie vibe beach walks Gokarna coastal heart,sacred","golden","pilgrimage","Oct-May","Morning","3","0","4.6","Medium","Yes","Medium","High","High","14.5497","74.3192","Goa Dabolim","Gokarna Beach Rd","Temple walk; beach yoga","Gokarna thali","9.1","8.9","Medium","Tropical","Sacred beach","Must Visit"
"IND422","Kudle Beach","Gokarna (Tier 3)","Karnataka","South","Beach","Relaxation","Crescent beach","Crescent beach shacks yoga beach huts relaxed vibe cliff walk to Om Beach Gokarna hippie haven,relaxed","yoga","crescent","Oct-May","Anytime","3","0","4.7","Low","Yes","Low","Low","High","14.5333","74.3333","Goa Dabolim","Kudle Beach Rd","Yoga; beach huts","Beach shack fish","9.2","9.0","High","Tropical","Hippie haven","Recommended"
"IND423","Om Beach","Gokarna (Tier 3)","Karnataka","South","Beach","Nature","OM shape","OM shaped beach boat rides trekking to Gokarna beach dolphin spotting pristine sands Gokarna natural wonder,pristine","OM","trekking","Oct-May","Morning","3","50","4.8","Low","Yes","Medium","Low","High","14.5333","74.3333","Goa Dabolim","Om Beach Rd","Boat to Gokarna; dolphin","Trek snacks","9.3","9.1","Medium","Tropical","OM sands","Recommended"
"IND424","Half Moon Beach","Gokarna (Tier 3)","Karnataka","South","Beach","Relaxation","Secluded cove","Secluded cove boat access pristine sands relaxed vibe Gokarna hidden beach perfect escape tranquility,secluded","pristine","hidden","Oct-May","Morning","2","100","4.6","Low","Yes","Low","Low","High","14.5167","74.3167","Goa Dabolim","Half Moon Rd","Boat only; tranquility","Boat lunch","9.1","8.9","High","Tropical","Hidden cove","Recommended"
"IND425","Paradise Beach","Gokarna (Tier 3)","Karnataka","South","Beach","Nature","Virgin beach","Virgin beach boat access golden sands pristine waters Gokarna untouched paradise serene relaxation,no shacks","pristine","virgin","Oct-May","Morning","2","100","4.7","Low","Yes","Low","Low","High","14.5000","74.3167","Goa Dabolim","Paradise Rd","Boat access; virgin sands","Fresh coconut","9.2","9.0","Medium","Tropical","Paradise calm","Recommended"
"IND426","Mahabaleshwar Temple","Gokarna (Tier 3)","Karnataka","South","Temple","Spiritual","Atmalinga shrine","Atmalinga miraculously brought from Kashi sacred Shiva temple Gokarna spiritual heart pilgrimage must visit,atmospheric","sacred","pilgrimage","Year-round","Morning","1.5","0","4.8","Medium","Yes","Low","High","Low","14.5497","74.3192","Goa Dabolim","Gokarna Main Rd","Linga darshan; history","Temple prasadam","9.4","9.2","Medium","Tropical","Atmalinga","Must Visit"
"IND427","Bhadrakali Temple","Gokarna (Tier 3)","Karnataka","South","Temple","Spiritual","Kali temple","Ancient Kali temple beachside spiritual power Gokarna fierce deity worship coastal pilgrimage,fiery","spiritual","coastal","Year-round","Morning","1","0","4.4","Low","Yes","Low","High","Low","14.5497","74.3192","Goa Dabolim","Gokarna Beach Rd","Kali darshan; beachside","Kali puja","8.9","8.7","Medium","Tropical","Fierce grace","Optional"
"IND428","Yana Caves (Tier 3)","Yana","Karnataka","South","Cave","Adventure","Rock pinnacles","Spectacular limestone pinnacles caves amidst rainforest short trek geological wonder Sirsi hidden marvel,geological","otherworldly","trek","Oct-May","Morning","3","50","4.6","Low","Yes","High","Low","High","14.5667","74.5000","Hubli Airport","Yana Rd","Trek shoes; formations","Rainforest curry","9.1","8.9","High","Tropical","Rock wonder","Recommended"
"IND429","Unchalli Falls","Unchalli","Karn Karnataka","South","Waterfall","Nature","L shaped falls","L shaped 116m falls rainforest trek hidden gem Sirsi area pristine cascade lesser known waterfall,hidden","L shaped","pristine","Jun-Sep","Morning","3","0","4.5","Low","Yes","High","Low","High","14.3167","74.7833","Hubli Airport","Sirsi Rd","Trek 3km; rainforest","Malnad chicken","9.0","8.8","Medium","Tropical","Hidden roar","Recommended"
"IND430","Marikamba Temple","Sirsi","Karnataka","South","Temple","Spiritual","Car festival","Famous Marikamba temple car festival unique rituals Sirsi spiritual heart tribal culture ancient worship,devotional","festival","tribal","Year-round","Morning","2","0","4.4","Low","Yes","Low","High","Low","14.6167","74.6167","Hubli Airport","Sirsi Jn","Car festival; rituals","Temple prasadam","8.9","8.7","Medium","Tropical","Festival spirit","Optional"
"IND431","Sahasralingeshwara Temple","Sirsi","Karnataka","South","Temple","Spiritual","Sahasra linga","Thousand Shiva linga temple Sahasralinga ancient architecture spiritual complex Sirsi heritage worship,ancient","multi linga","spiritual","Year-round","Morning","1.5","0","4.3","Low","Yes","Low","High","Low","14.6167","74.6167","Hubli Airport","Sirsi","Mass linga; serene","Sirsi veg thali","8.8","8.6","Medium","Tropical","Linga serenity","Optional"
"IND432","Madikeri Fort","Madikeri (Tier 2)","Karnataka","South","Fort","Heritage","Coorg capital","17th century fort museum church panoramic views district office Gothic church Coorg historical center,panoramic","historic","Gothic","Oct-Apr","Morning","1.5","10","4.4","Low","Yes","Low","High","Low","12.4261","75.7384","Mangalore Airport","Madikeri Rd","Museum; church organ","Nadan kari","8.9","8.7","Medium","Tropical","Fort views","Recommended"
"IND433","Raja's Tomb","Madikeri (Tier 2)","Karnataka","South","Tomb","Heritage","Kodava kings","Kodava kings tombs hanging lamps intricate carvings panoramic views Coorg royal memorials historical serene,royal","intricate","panoramic","Oct-Apr","Morning","1","10","4.5","Low","Yes","Low","High","Low","12.4261","75.7384","Mangalore Airport","Madikeri Rd","Carvings; views","Raja thali","9.0","8.8","Medium","Tropical","Royal tombs","Recommended"
"IND434","Gaddige (Tier 2)","Gaddige","Madikeri","Karnataka","South","Tomb","Heritage","Green tomb,Green tomb complex Kodava royalty intricate carvings serene gardens Coorg burial tradition historical site,serene","green","intricate","Oct-Apr","Morning","1","5","4.3","Low","Yes","Low","High","Low","12.4333","75.7333","Mangalore Airport","Madikeri Rd","Gardens; carvings","Green tomb veg","8.8","8.6","Medium","Tropical","Serene tombs","Optional"
"IND435","St Mark's Church","Madikeri (Tier 2)","Karnataka","South","Church","Heritage","Colonial church","Colonial church Gothic architecture organ graveyard British era Coorg Christian heritage serene worship,architectural","colonial","serene","Oct-Apr","Morning","1","0","4.4","Low","Yes","Low","Medium","Low","12.4261","75.7384","Mangalore Airport","Madikeri Rd","Organ music; graveyard","Church tea","8.9","8.7","Medium","Tropical","Colonial faith","Recommended"
"IND436","Ooty Lake","Ooty (Tier 2)","Tamil Nadu","South","Lake","Nature","Boating lake","Artificial lake boating paddle boats musical fountain kids rides rose garden nearby Ooty family favorite,aquatic","family","musical","Year-round","Morning","2","30","4.5","High","Yes","Low","Low","Medium","11.4000","76.7000","Coimbatore Airport","Ooty Jn","Boating; fountain","Ooty tea","9.0","8.8","Medium","Cool","Lake family","Recommended"
"IND437","Botanical Gardens","Ooty (Tier 2)","Tamil Nadu","South","Garden","Nature","Fossil tree","Fossil tree flower show terrace garden 55 acre gardens Nilgiri flora Ooty summer flower carnival,floral","fossil","terrace","May-Jun","Morning","3","30","4.6","Medium","Yes","Low","Low","High","11.4000","76.7000","Coimbatore Airport","Hill Grove Rd","Flower show; fossil tree","Chocolate pakoda","9.1","8.9","High","Cool","Botanical bloom","Recommended"
"IND438","Doddabetta Peak","Ooty (Tier 2)","Tamil Nadu","South","Peak","Nature","Nilgiri highest","Nilgiri highest peak telescope house 360 panorama Doddabetta tea estate views Ooty highest point,panoramic","highest","telescope","Year-round","Morning","2","20","4.7","Medium","Yes","Low","Low","High","11.4167","76.6833","Coimbatore Airport","Ooty Rd","Telescope; 360 views","Peak tea","9.2","9.0","Medium","Cool","Nilgiri top","Recommended"
"IND439","Thread Garden","Ooty (Tier 2)","Tamil Nadu","South","Garden","Art","Thread flowers","Unique thread flowers miniature trees thread art botanical marvel Ooty curiosity flower arrangements,unique","thread","miniature","Year-round","Morning","1","20","4.5","Low","Yes","Low","Medium","Low","11.4167","76.7000","Coimbatore Airport","Near Charing Cross","Thread marvel; mini trees","Thread cafe","9.0","8.8","Medium","Cool","Thread wonder","Recommended"
"IND440","Chocolate Museum","Ooty (Tier 2)","Tamil Nadu","South","Museum","Food","Chocolate history","Chocolate making history varieties tasting chocolate sculptures Nilgiri chocolate museum Ooty sweet tooth delight,chocolate","tasting","sculpture","Year-round","Morning","1.5","50","4.6","Medium","Yes","Low","Low","Low","11.4167","76.7000","Coimbatore Airport","Charing Cross Rd","Tasting; sculptures","Ooty chocolate","9.3","9.1","Medium","Cool","Sweet museum","Recommended"
"IND441","Rose Garden","Ooty (Tier 2)","Tamil Nadu","South","Garden","Nature","Flower garden","Variety roses terrace garden Nilgiri flora flower show Ooty floral beauty romantic walks,floral","terrace","romantic","Year-round","Morning","2","20","4.5","Medium","Yes","Low","Low","High","11.4167","76.6833","Coimbatore Airport","Lake Near Rd","Rose varieties; walks","Rose tea","9.0","8.8","Medium","Cool","Rose romance","Recommended"
"IND442","St Stephens Church","Ooty (Tier 2)","Tamil Nadu","South","Church","Heritage","British church","British era church stained glass colonial architecture serene worship Ooty Christian heritage peaceful,architectural","serene","colonial","Year-round","Morning","1","0","4.4","Low","Yes","Low","Medium","Low","11.4000","76.7000","Coimbatore Airport","Church Road","Stained glass; peace","Church tea","8.9","8.7","Medium","Cool","Colonial faith","Optional"
"IND443","Government Botanical Garden","Ooty (Tier 2)","Tamil Nadu","South","Garden","Nature","Fossil stump","Fossil tree stump flower shows terrace garden 55 acres Nilgiri flora biodiversity Ooty green lung,floral","fossil","biodiversity","May-Jun","Morning","3","30","4.7","Medium","Yes","Low","Medium","High","11.4000","76.7000","Coimbatore Airport","Boat House Rd","Flower show; fossil","Ooty veg thali","9.2","9.0","High","Cool","Botanical heaven","Recommended"
"IND444","9th Mile (Tier 3)","Ooty (Tier 2)","Tamil Nadu","South","Viewpoint","Nature","Scenic view","Scenic viewpoint eucalyptus forests hairpin bends Ooty Mysore road photography spot panoramic valley views,scenic","eucalyptus","panoramic","Year-round","Morning","1","0","4.5","Low","Yes","Low","Low","High","11.4167","76.7000","Coimbatore Airport","9th Mile","Photography; views","Mysore pak","9.0","8.8","Medium","Cool","Scenic bend","Recommended"
"IND445","Pykara Falls","Pykara","Ooty (Tier 2)","Tamil Nadu","South","Waterfall","Nature","Shooting star,52m Pykara falls shooting star boat rides Pykara lake dam Nilgiri rainforest backdrop Ooty nature excursion,cascading","boat","forest","Year-round","Morning","2","20","4.6","Medium","Yes","Low","Low","High","11.3833","76.5000","Coimbatore Airport","Pykara Rd","Boat rides; falls","Pykara trout","9.1","8.9","Medium","Cool","Falls splash","Recommended"
"IND446","Emerald Lake","Pykara","Ooty (Tier 2)","Tamil Nadu","South","Lake","Nature","Crystal lake,Crystal emerald lake amidst pine forests serene walks Pykara boat house Nilgiri hidden gem tranquil beauty,crystal","serene","pine","Year-round","Morning","2","0","4.5","Low","Yes","Low","Low","High","11.3833","76.5000","Coimbatore Airport","Pykara Lake Rd","Tranquil walk; beauty","Emerald tea","9.0","8.8","High","Cool","Lake crystal","Recommended"
"IND447","Lansdowne Church","Lansdowne (Tier 3)","Uttarakhand","North","Church","Heritage","St Mary's","St Mary's church colonial architecture serene cantonment worship Lansdowne peaceful Christian heritage,architectural","serene","colonial","Year-round","Morning","1","0","4.4","Low","Yes","Low","Medium","Low","29.8333","78.6833","Jolly Grant","Lansdowne Bazaar","Peaceful; architecture","Church tea","8.9","8.7","Medium","Cool","Cantonment faith","Optional"
"IND448","Bhulla Lake","Lansdowne (Tier 3)","Uttarakhand","North","Lake","Nature","Pedal boats","Artificial lake pedal boats kids park gardens boating serene Lansdowne family picnic spot cantonment lake,family","serene","pedal","Year-round","Morning","2","20","4.5","Medium","Yes","Low","Low","Medium","29.8333","78.6833","Jolly Grant","Lansdowne Jn","Pedal boats; kids park","Lake snacks","9.0","8.8","Medium","Cool","Lake family","Recommended"
"IND449","Tip-in-Top","Lansdowne (Tier 3)","Uttarakhand","North","Viewpoint","Nature","Panorama point","Highest point Lansdowne panoramic Himalayan views sunset point photography cantonment views serene high point,panoramic","sunset","highest","Year-round","Sunset","1.5","0","4.6","Low","Yes","Low","Low","High","29.8500","78.6833","Jolly Grant","Tip Top Rd","Sunset; panorama","Sunset pakoda","9.1","8.9","High","Cool","Hill panorama","Recommended"
"IND450","Regimental Museum","Lansdowne (Tier 3)","Uttarakhand","North","Museum","Heritage","Garhwal Rifles","Garhwal Rifles museum weapons uniforms history Garhwal Scouts cantonment heritage educational military history,educational","military","historic","Year-round","Morning","1.5","20","4.5","Medium","Yes","Low","High","Low","29.8333","78.6833","Jolly Grant","Lansdowne Cantt","Museum artifacts; history","Museum tea","9.0","8.8","Medium","Cool","Military pride","Recommended"
"IND451","Jhoola Devi Temple","Lansdowne (Tier 3)","Uttarakhand","North","Temple","Spiritual","Durga temple","Durga temple amidst pine forests serene spiritual peace Jhoola Devi blessings Lansdowne faith center,serene","pine","spiritual","Year-round","Morning","2","0","4.6","Low","Yes","Low","High","Medium","29.8333","78.7000","Jolly Grant","Kanvashram Rd","Pine forest; blessings","Prasad","9.1","8.9","Medium","Cool","Forest Devi","Recommended"
"IND452","Chaubatia Gardens","Ranikhet (Tier 3)","Uttarakhand","North","Garden","Nature","Fruit gardens","Apple plum orchards flower garden Himalayan panorama Ranikhet fruit basket gardens cafe scenic walks,fruity","panoramic","orchard","Apr-Jun","Morning","2","30","4.5","Medium","Yes","Low","Low","High","29.6167","79.4333","Pantnagar Airport","Chaubatia Rd","Fruit picking; cafe","Apple pie","9.0","8.8","Medium","Cool","Fruit panorama","Recommended"
"IND453","Golf Course","Ranikhet (Tier 3)","Uttarakhand","North","Golf Course","Sports","Army golf","Cantonment golf course panoramic views pine backdrop army officers scenic golfing Ranikhet highland sport,scenic","pine","cantonment","Year-round","Morning","3","0","4.4","Low","Yes","Low","Low","High","29.6167","79.4333","Pantnagar Airport","Ranikhet Club Rd","Golf views; scenic","Golf club food","8.9","8.7","Medium","Cool","Golf panorama","Optional"
"IND454","Upat Kalika Temple","Ranikhet (Tier 3)","Uttarakhand","North","Temple","Spiritual","Kalika temple","Ancient Kalika temple panoramic views spiritual serene Ranikhet faith center blessings amidst hills,panoramic","spiritual","ancient","Year-round","Morning","2","0","4.5","Low","Yes","Low","High","Medium","29.6167","79.4333","Pantnagar Airport","Upat Rd","Temple views; serene","Kalika prasadam","9.0","8.8","Medium","Cool","Hill blessings","Recommended"
"IND455","Haunted Bungalow","Ranikhet (Tier 3)","Uttarakhand","North","Bungalow","Heritage","Colonel House","Colonel Keith haunted bungalow ghostly legends Ranikhet cantonment mysterious history paranormal interest,haunted","mysterious","colonial","Year-round","Morning","1","0","4.3","Low","Yes","Medium","High","Low","29.6167","79.4333","Pantnagar Airport","Sadar Bazaar Rd","Legends; caution","Ghost stories tea","8.8","8.6","Medium","Cool","Haunted tales","Optional"
"IND456","Bansi Narain Temple","Ranikhet (Tier 3)","Uttarakhand","North","Temple","Spiritual","Ancient temple","Ancient Bansi Narain temple serene spiritual Ranikhet faith amidst pine forests peaceful worship,serene","pine","ancient","Year-round","Morning","1.5","0","4.4","Low","Yes","Low","High","Low","29.6167","79.4333","Pantnagar Airport","Majkhali Rd","Pine temple; peace","Prasad","8.9","8.7","Medium","Cool","Ancient faith","Optional"
"IND457","Chail Palace","Chail (Tier 3)","Himachal Pradesh","North","Palace","Heritage","Maharaja palace","Maharaja of Patiala palace hotel heritage property colonial architecture panoramic views Chail royal stay,royal","colonial","panoramic","Apr-Oct","Morning","2","0","4.6","Medium","Yes","Low","High","Medium","30.9667","77.1333","Shimla Airport","Solan Rd","High tea; heritage","Palace cuisine","9.1","8.9","Medium","Cool","Royal heritage","Recommended"
"IND458","Kali Ka Tibba","Chail (Tier 3)","Himachal Pradesh","North","Temple","Spiritual","Hill temple","Hilltop Kali temple 360 Himalayan panorama blessings spiritual serene Chail faith center panoramic worship,panoramic","spiritual","360","Year-round","Morning","2","0","4.5","Low","Yes","Low","High","High","30.9667","77.1333","Shimla Airport","Chail Bazaar Rd","Temple trek; panorama","Kali prasadam","9.0","8.8","Medium","Cool","Temple 360","Recommended"
